SUP_ID,STA_NM_ANFR,NAT_ID,latitude,longitude,SUP_NM_HAUT,COM_CD_INSEE
451343,0782290421,31,49.0025,1.8977777777777778,42,78299
451343,0780990003,31,49.0025,1.8977777777777778,42,78299
451755,0782290072,4,48.89111111111111,1.6652777777777776,44,78185
451755,0782700039,4,48.89111111111111,1.6652777777777776,44,78185
451755,0782750107,4,48.89111111111111,1.6652777777777776,44,78185
459743,0782290197,38,48.78388888888889,2.168611111111111,32,78640
459743,0782700030,38,48.78388888888889,2.168611111111111,32,78640
462000,0782750235,38,48.77472222222222,1.9825000000000002,"32,6",78621
462000,0782700265,38,48.77472222222222,1.9825000000000002,"32,6",78621
462000,0780990034,38,48.77472222222222,1.9825000000000002,"32,6",78621
461724,0782290272,17,48.98972222222222,1.7177777777777778,23,78361
461724,0782700254,17,48.98972222222222,1.7177777777777778,23,78361
461724,0780990024,17,48.98972222222222,1.7177777777777778,23,78361
461724,0782750757,17,48.98972222222222,1.7177777777777778,23,78361
461731,0782750068,26,48.78638888888889,2.1533333333333333,38,78646
463604,0782290089,26,48.6975,2.0327777777777776,32,78160
463604,0782750180,26,48.6975,2.0327777777777776,32,78160
463604,0780990188,26,48.6975,2.0327777777777776,32,78160
469766,0782750248,4,48.973055555555554,1.8472222222222223,41,78029
469766,0782290196,4,48.973055555555554,1.8472222222222223,41,78029
469766,0780990039,4,48.973055555555554,1.8472222222222223,41,78029
469782,0782290265,23,48.70583333333334,2.0555555555555554,28,78160
