SUP_ID,STA_NM_ANFR,NB_STATIONS_ANFR,NAT_ID,NAT_LB_NOM,latitude,longitude,SUP_NM_HAUT,ADR_LB_LIEU,ADR_LB_ADD1,ADR_NM_CP,COM_CD_INSEE
1122334,782290358,1,31,Silo,48.47916666666667,1.853055555555556,25,les jumelles,Silo,78660,78478
1736078,782700113,2,23,Pylône autostable,48.47972222222222,1.8522222222222224,40,Le Petit Orme,zi  chem rural 9,78660,78071
1755202,780990169,1,23,Pylône autostable,48.48,1.8591666666666669,"32,5",,ZI DE PARAY LES JUMELLES,78660,78478
